FECHA,HORA,BJU
22/02/2018,16,81
22/02/2018,17,101
22/02/2018,18,101
22/02/2018,19,92
22/02/2018,20,61
22/02/2018,21,65
22/02/2018,22,56
22/02/2018,23,45
22/02/2018,24,42
23/02/2018,1,35
23/02/2018,2,35
23/02/2018,3,35
23/02/2018,4,37
23/02/2018,5,38
23/02/2018,6,47
23/02/2018,7,60
23/02/2018,8,72
23/02/2018,9,69
23/02/2018,10,72
23/02/2018,11,78
23/02/2018,12,70
23/02/2018,13,61
23/02/2018,14,69
23/02/2018,15,80
23/02/2018,16,88
23/02/2018,17,91
23/02/2018,18,90
23/02/2018,19,93
23/02/2018,20,84
23/02/2018,21,66
23/02/2018,22,66
23/02/2018,23,71
23/02/2018,24,72
24/02/2018,1,73
24/02/2018,2,54
24/02/2018,3,53
24/02/2018,4,56
24/02/2018,5,48
24/02/2018,6,48
24/02/2018,7,45
24/02/2018,8,50
24/02/2018,9,62
24/02/2018,10,78
24/02/2018,11,95
24/02/2018,12,82
24/02/2018,13,74
24/02/2018,14,57
24/02/2018,15,55
24/02/2018,16,58
24/02/2018,17,66
24/02/2018,18,63
24/02/2018,19,56
24/02/2018,20,39
24/02/2018,21,46
24/02/2018,22,38
24/02/2018,23,23
24/02/2018,24,34
25/02/2018,1,16
25/02/2018,2,26
25/02/2018,3,17
25/02/2018,4,13
25/02/2018,5,17
25/02/2018,6,15
25/02/2018,7,20
25/02/2018,8,23
25/02/2018,9,37
25/02/2018,10,50
25/02/2018,11,52
25/02/2018,12,37
25/02/2018,13,41
25/02/2018,14,45
25/02/2018,15,42
25/02/2018,16,39
25/02/2018,17,31
25/02/2018,18,42
25/02/2018,19,36
25/02/2018,20,34
25/02/2018,21,37
25/02/2018,22,36
25/02/2018,23,22
25/02/2018,24,25
26/02/2018,1,25
26/02/2018,2,28
26/02/2018,3,27
26/02/2018,4,22
26/02/2018,5,25
26/02/2018,6,26
26/02/2018,7,31
26/02/2018,8,62
26/02/2018,9,76
26/02/2018,10,66
26/02/2018,11,-99
26/02/2018,12,-99
26/02/2018,13,-99
26/02/2018,14,-99
26/02/2018,15,-99
26/02/2018,16,35
26/02/2018,17,38
26/02/2018,18,74
26/02/2018,19,51
26/02/2018,20,44
26/02/2018,21,49
26/02/2018,22,49
26/02/2018,23,43
26/02/2018,24,34
27/02/2018,1,26
27/02/2018,2,25
27/02/2018,3,26
27/02/2018,4,27
27/02/2018,5,33
27/02/2018,6,34
27/02/2018,7,34
27/02/2018,8,46
27/02/2018,9,66
27/02/2018,10,87
27/02/2018,11,76
27/02/2018,12,78
27/02/2018,13,73
27/02/2018,14,74
27/02/2018,15,73
27/02/2018,16,67
27/02/2018,17,68
27/02/2018,18,78
27/02/2018,19,75
27/02/2018,20,58
27/02/2018,21,56
27/02/2018,22,56
27/02/2018,23,40
27/02/2018,24,57
28/02/2018,1,52
28/02/2018,2,49
28/02/2018,3,41
28/02/2018,4,43
28/02/2018,5,35
28/02/2018,6,35
28/02/2018,7,46
28/02/2018,8,55
28/02/2018,9,65
28/02/2018,10,77
28/02/2018,11,81
28/02/2018,12,87
28/02/2018,13,70
28/02/2018,14,65
28/02/2018,15,58
28/02/2018,16,61
28/02/2018,17,62
28/02/2018,18,72
28/02/2018,19,74
28/02/2018,20,65
28/02/2018,21,55
28/02/2018,22,56
28/02/2018,23,48
28/02/2018,24,49
01/03/2018,1,37
01/03/2018,2,53
01/03/2018,3,59
01/03/2018,4,53
01/03/2018,5,50
01/03/2018,6,59
01/03/2018,7,63
01/03/2018,8,82
01/03/2018,9,81
01/03/2018,10,78
01/03/2018,11,76
01/03/2018,12,72
01/03/2018,13,72
01/03/2018,14,55
01/03/2018,15,66
01/03/2018,16,71
01/03/2018,17,58
01/03/2018,18,70
01/03/2018,19,103
01/03/2018,20,89
01/03/2018,21,64
01/03/2018,22,64
01/03/2018,23,55
01/03/2018,24,43
02/03/2018,1,44
02/03/2018,2,42
02/03/2018,3,40
02/03/2018,4,41
02/03/2018,5,42
02/03/2018,6,41
02/03/2018,7,41
02/03/2018,8,46
02/03/2018,9,50
02/03/2018,10,72
02/03/2018,11,88
02/03/2018,12,90
02/03/2018,13,104
02/03/2018,14,97
02/03/2018,15,86
02/03/2018,16,82
02/03/2018,17,85
02/03/2018,18,58
02/03/2018,19,37
02/03/2018,20,72
02/03/2018,21,63
02/03/2018,22,58
02/03/2018,23,46
02/03/2018,24,46
03/03/2018,1,48
03/03/2018,2,41
03/03/2018,3,42
03/03/2018,4,43
03/03/2018,5,44
03/03/2018,6,46
03/03/2018,7,51
03/03/2018,8,53
03/03/2018,9,63
03/03/2018,10,82
03/03/2018,11,91
03/03/2018,12,79
03/03/2018,13,63
03/03/2018,14,47
03/03/2018,15,45
03/03/2018,16,46
03/03/2018,17,45
03/03/2018,18,50
03/03/2018,19,53
03/03/2018,20,35
03/03/2018,21,31
03/03/2018,22,26
03/03/2018,23,29
03/03/2018,24,27
04/03/2018,1,26
04/03/2018,2,26
04/03/2018,3,23
04/03/2018,4,22
04/03/2018,5,24
04/03/2018,6,51
04/03/2018,7,63
04/03/2018,8,69
04/03/2018,9,54
04/03/2018,10,48
04/03/2018,11,50
04/03/2018,12,57
04/03/2018,13,53
04/03/2018,14,37
04/03/2018,15,37
04/03/2018,16,41
04/03/2018,17,42
04/03/2018,18,63
04/03/2018,19,84
04/03/2018,20,73
04/03/2018,21,56
04/03/2018,22,63
04/03/2018,23,66
04/03/2018,24,63
05/03/2018,1,62
05/03/2018,2,52
05/03/2018,3,41
05/03/2018,4,45
05/03/2018,5,50
05/03/2018,6,53
05/03/2018,7,60
05/03/2018,8,67
05/03/2018,9,72
05/03/2018,10,69
05/03/2018,11,95
05/03/2018,12,105
05/03/2018,13,59
05/03/2018,14,46
05/03/2018,15,51
05/03/2018,16,44
05/03/2018,17,48
05/03/2018,18,69
05/03/2018,19,69
05/03/2018,20,74
05/03/2018,21,79
05/03/2018,22,70
05/03/2018,23,70
05/03/2018,24,69
06/03/2018,1,56
06/03/2018,2,46
06/03/2018,3,41
06/03/2018,4,43
06/03/2018,5,43
06/03/2018,6,43
06/03/2018,7,56
06/03/2018,8,76
06/03/2018,9,74
06/03/2018,10,64
06/03/2018,11,50
06/03/2018,12,54
06/03/2018,13,53
06/03/2018,14,48
06/03/2018,15,55
06/03/2018,16,71
06/03/2018,17,67
06/03/2018,18,67
06/03/2018,19,45
06/03/2018,20,49
06/03/2018,21,57
06/03/2018,22,59
06/03/2018,23,60
06/03/2018,24,63
07/03/2018,1,54
07/03/2018,2,46
07/03/2018,3,42
07/03/2018,4,50
07/03/2018,5,49
07/03/2018,6,46
07/03/2018,7,46
07/03/2018,8,51
07/03/2018,9,52
07/03/2018,10,56
07/03/2018,11,74
07/03/2018,12,67
07/03/2018,13,76
07/03/2018,14,88
07/03/2018,15,69
07/03/2018,16,67
07/03/2018,17,97
07/03/2018,18,45
07/03/2018,19,25
07/03/2018,20,33
07/03/2018,21,43
07/03/2018,22,45
07/03/2018,23,40
07/03/2018,24,28
08/03/2018,1,22
08/03/2018,2,20
08/03/2018,3,19
08/03/2018,4,22
08/03/2018,5,23
08/03/2018,6,21
08/03/2018,7,43
08/03/2018,8,60
08/03/2018,9,56
08/03/2018,10,77
08/03/2018,11,83
08/03/2018,12,83
08/03/2018,13,60
08/03/2018,14,51
08/03/2018,15,47
08/03/2018,16,68
08/03/2018,17,61
08/03/2018,18,52
08/03/2018,19,53
08/03/2018,20,48
08/03/2018,21,39
08/03/2018,22,49
08/03/2018,23,35
08/03/2018,24,26
09/03/2018,1,41
09/03/2018,2,41
09/03/2018,3,33
09/03/2018,4,37
09/03/2018,5,45
09/03/2018,6,47
09/03/2018,7,45
09/03/2018,8,53
09/03/2018,9,57
09/03/2018,10,73
09/03/2018,11,74
09/03/2018,12,74
09/03/2018,13,57
09/03/2018,14,28
09/03/2018,15,27
09/03/2018,16,49
09/03/2018,17,56
09/03/2018,18,55
09/03/2018,19,42
09/03/2018,20,27
09/03/2018,21,21
09/03/2018,22,28
09/03/2018,23,27
09/03/2018,24,29
10/03/2018,1,34
10/03/2018,2,39
10/03/2018,3,33
10/03/2018,4,27
10/03/2018,5,34
10/03/2018,6,34
10/03/2018,7,45
10/03/2018,8,47
10/03/2018,9,52
10/03/2018,10,56
10/03/2018,11,53
10/03/2018,12,44
10/03/2018,13,55
10/03/2018,14,54
10/03/2018,15,59
10/03/2018,16,45
10/03/2018,17,48
10/03/2018,18,61
10/03/2018,19,56
10/03/2018,20,59
10/03/2018,21,55
10/03/2018,22,46
10/03/2018,23,58
10/03/2018,24,65
11/03/2018,1,64
11/03/2018,2,46
11/03/2018,3,48
11/03/2018,4,55
11/03/2018,5,54
11/03/2018,6,47
11/03/2018,7,39
11/03/2018,8,54
11/03/2018,9,63
11/03/2018,10,66
11/03/2018,11,40
11/03/2018,12,25
11/03/2018,13,30
11/03/2018,14,33
11/03/2018,15,39
11/03/2018,16,40
11/03/2018,17,39
11/03/2018,18,30
11/03/2018,19,38
11/03/2018,20,73
11/03/2018,21,46
11/03/2018,22,34
11/03/2018,23,23
11/03/2018,24,30
12/03/2018,1,39
12/03/2018,2,36
12/03/2018,3,20
12/03/2018,4,19
12/03/2018,5,19
12/03/2018,6,23
12/03/2018,7,22
12/03/2018,8,34
12/03/2018,9,41
12/03/2018,10,37
12/03/2018,11,53
12/03/2018,12,49
12/03/2018,13,66
12/03/2018,14,59
12/03/2018,15,56
12/03/2018,16,56
12/03/2018,17,65
12/03/2018,18,44
12/03/2018,19,64
12/03/2018,20,68
12/03/2018,21,68
12/03/2018,22,44
12/03/2018,23,72
12/03/2018,24,58
13/03/2018,1,50
13/03/2018,2,45
13/03/2018,3,35
13/03/2018,4,41
13/03/2018,5,34
13/03/2018,6,42
13/03/2018,7,55
13/03/2018,8,59
13/03/2018,9,74
13/03/2018,10,82
13/03/2018,11,84
13/03/2018,12,60
13/03/2018,13,40
13/03/2018,14,53
13/03/2018,15,31
13/03/2018,16,34
13/03/2018,17,49
13/03/2018,18,38
13/03/2018,19,53
13/03/2018,20,54
13/03/2018,21,41
13/03/2018,22,44
13/03/2018,23,38
13/03/2018,24,40
14/03/2018,1,41
14/03/2018,2,40
14/03/2018,3,49
14/03/2018,4,48
14/03/2018,5,44
14/03/2018,6,40
14/03/2018,7,49
14/03/2018,8,57
14/03/2018,9,52
14/03/2018,10,61
14/03/2018,11,89
14/03/2018,12,76
14/03/2018,13,69
14/03/2018,14,64
14/03/2018,15,66
14/03/2018,16,53
14/03/2018,17,63
14/03/2018,18,50
14/03/2018,19,47
14/03/2018,20,46
14/03/2018,21,52
14/03/2018,22,56
14/03/2018,23,54
14/03/2018,24,47
15/03/2018,1,48
15/03/2018,2,44
15/03/2018,3,55
15/03/2018,4,55
15/03/2018,5,38
15/03/2018,6,43
15/03/2018,7,49
15/03/2018,8,52
15/03/2018,9,58
15/03/2018,10,69
15/03/2018,11,55
15/03/2018,12,37
15/03/2018,13,45
15/03/2018,14,49
15/03/2018,15,47
15/03/2018,16,57
15/03/2018,17,47
15/03/2018,18,29
15/03/2018,19,31
15/03/2018,20,34
15/03/2018,21,46
15/03/2018,22,55
15/03/2018,23,71
15/03/2018,24,74
16/03/2018,1,67
16/03/2018,2,49
16/03/2018,3,50
16/03/2018,4,40
16/03/2018,5,33
16/03/2018,6,36
16/03/2018,7,53
16/03/2018,8,62
16/03/2018,9,68
16/03/2018,10,69
16/03/2018,11,82
16/03/2018,12,53
16/03/2018,13,40
16/03/2018,14,43
16/03/2018,15,42
16/03/2018,16,41
16/03/2018,17,51
16/03/2018,18,48
16/03/2018,19,43
16/03/2018,20,30
16/03/2018,21,33
16/03/2018,22,37
16/03/2018,23,40
16/03/2018,24,46
17/03/2018,1,35
17/03/2018,2,28
17/03/2018,3,28
17/03/2018,4,40
17/03/2018,5,41
17/03/2018,6,37
17/03/2018,7,36
17/03/2018,8,46
17/03/2018,9,55
17/03/2018,10,61
17/03/2018,11,58
17/03/2018,12,65
17/03/2018,13,42
17/03/2018,14,51
17/03/2018,15,48
17/03/2018,16,50
17/03/2018,17,39
17/03/2018,18,39
17/03/2018,19,38
17/03/2018,20,30
17/03/2018,21,22
17/03/2018,22,30
17/03/2018,23,29
17/03/2018,24,29
18/03/2018,1,27
18/03/2018,2,25
18/03/2018,3,36
18/03/2018,4,50
18/03/2018,5,43
18/03/2018,6,43
18/03/2018,7,42
18/03/2018,8,52
18/03/2018,9,50
18/03/2018,10,47
18/03/2018,11,43
18/03/2018,12,30
18/03/2018,13,30
18/03/2018,14,48
18/03/2018,15,47
18/03/2018,16,37
18/03/2018,17,42
18/03/2018,18,52
18/03/2018,19,50
18/03/2018,20,43
18/03/2018,21,40
18/03/2018,22,45
18/03/2018,23,38
18/03/2018,24,43
19/03/2018,1,32
19/03/2018,2,36
19/03/2018,3,34
19/03/2018,4,51
19/03/2018,5,52
19/03/2018,6,40
19/03/2018,7,42
19/03/2018,8,50
19/03/2018,9,55
19/03/2018,10,49
19/03/2018,11,38
19/03/2018,12,33
19/03/2018,13,24
19/03/2018,14,20
19/03/2018,15,23
19/03/2018,16,31
19/03/2018,17,31
19/03/2018,18,46
19/03/2018,19,65
19/03/2018,20,69
19/03/2018,21,48
19/03/2018,22,48
19/03/2018,23,38
19/03/2018,24,35
20/03/2018,1,24
20/03/2018,2,21
20/03/2018,3,27
20/03/2018,4,53
20/03/2018,5,68
20/03/2018,6,58
20/03/2018,7,73
20/03/2018,8,68
20/03/2018,9,54
20/03/2018,10,57
20/03/2018,11,61
20/03/2018,12,52
20/03/2018,13,47
20/03/2018,14,53
20/03/2018,15,68
20/03/2018,16,63
20/03/2018,17,59
20/03/2018,18,106
20/03/2018,19,107
20/03/2018,20,74
20/03/2018,21,65
20/03/2018,22,63
20/03/2018,23,56
20/03/2018,24,48
21/03/2018,1,37
21/03/2018,2,36
21/03/2018,3,42
21/03/2018,4,34
21/03/2018,5,37
21/03/2018,6,42
21/03/2018,7,48
21/03/2018,8,62
21/03/2018,9,68
21/03/2018,10,97
21/03/2018,11,109
21/03/2018,12,96
21/03/2018,13,63
21/03/2018,14,50
21/03/2018,15,52
21/03/2018,16,52
21/03/2018,17,51
21/03/2018,18,49
21/03/2018,19,80
21/03/2018,20,128
21/03/2018,21,88
21/03/2018,22,31
21/03/2018,23,19
21/03/2018,24,13
22/03/2018,1,9
22/03/2018,2,16
22/03/2018,3,14
22/03/2018,4,17
22/03/2018,5,17
22/03/2018,6,24
22/03/2018,7,28
22/03/2018,8,44
22/03/2018,9,56
22/03/2018,10,60
22/03/2018,11,66
22/03/2018,12,71
22/03/2018,13,52
22/03/2018,14,55
22/03/2018,15,43
22/03/2018,16,43
22/03/2018,17,53
22/03/2018,18,44
22/03/2018,19,36
22/03/2018,20,49
22/03/2018,21,41
22/03/2018,22,39
22/03/2018,23,45
22/03/2018,24,44
23/03/2018,1,37
23/03/2018,2,36
23/03/2018,3,41
23/03/2018,4,40
23/03/2018,5,40
23/03/2018,6,34
23/03/2018,7,36
23/03/2018,8,45
23/03/2018,9,58
23/03/2018,10,76
23/03/2018,11,83
23/03/2018,12,73
23/03/2018,13,36
23/03/2018,14,27
23/03/2018,15,30
23/03/2018,16,35
23/03/2018,17,32
23/03/2018,18,36
23/03/2018,19,38
23/03/2018,20,71
23/03/2018,21,56
23/03/2018,22,52
23/03/2018,23,42
23/03/2018,24,39
24/03/2018,1,27
24/03/2018,2,31
24/03/2018,3,27
24/03/2018,4,19
24/03/2018,5,31
24/03/2018,6,61
24/03/2018,7,66
24/03/2018,8,61
24/03/2018,9,52
24/03/2018,10,51
24/03/2018,11,36
24/03/2018,12,35
24/03/2018,13,33
24/03/2018,14,35
24/03/2018,15,35
24/03/2018,16,35
24/03/2018,17,-99
24/03/2018,18,-99
24/03/2018,19,-99
24/03/2018,20,25
24/03/2018,21,21
24/03/2018,22,25
24/03/2018,23,23
24/03/2018,24,23
25/03/2018,1,25
25/03/2018,2,21
25/03/2018,3,19
25/03/2018,4,46
25/03/2018,5,44
25/03/2018,6,20
25/03/2018,7,32
25/03/2018,8,38
25/03/2018,9,34
25/03/2018,10,38
25/03/2018,11,44
25/03/2018,12,45
25/03/2018,13,31
25/03/2018,14,30
25/03/2018,15,20
25/03/2018,16,29
25/03/2018,17,48
25/03/2018,18,30
25/03/2018,19,26
25/03/2018,20,65
25/03/2018,21,59
25/03/2018,22,73
25/03/2018,23,44
25/03/2018,24,38
26/03/2018,1,42
26/03/2018,2,38
26/03/2018,3,45
26/03/2018,4,34
26/03/2018,5,34
26/03/2018,6,41
26/03/2018,7,55
26/03/2018,8,64
26/03/2018,9,73
26/03/2018,10,69
26/03/2018,11,66
26/03/2018,12,48
26/03/2018,13,41
26/03/2018,14,43
26/03/2018,15,47
26/03/2018,16,59
26/03/2018,17,89
26/03/2018,18,72
26/03/2018,19,69
26/03/2018,20,55
26/03/2018,21,56
26/03/2018,22,58
26/03/2018,23,49
26/03/2018,24,40
27/03/2018,1,43
27/03/2018,2,48
27/03/2018,3,44
27/03/2018,4,49
27/03/2018,5,45
27/03/2018,6,48
27/03/2018,7,54
27/03/2018,8,51
27/03/2018,9,58
27/03/2018,10,68
27/03/2018,11,73
27/03/2018,12,54
27/03/2018,13,52
27/03/2018,14,59
27/03/2018,15,63
27/03/2018,16,64
27/03/2018,17,67
27/03/2018,18,66
27/03/2018,19,60
27/03/2018,20,49
27/03/2018,21,51
27/03/2018,22,67
27/03/2018,23,54
27/03/2018,24,38
28/03/2018,1,42
28/03/2018,2,40
28/03/2018,3,56
28/03/2018,4,53
28/03/2018,5,47
28/03/2018,6,39
28/03/2018,7,45
28/03/2018,8,51
28/03/2018,9,58
28/03/2018,10,64
28/03/2018,11,72
28/03/2018,12,53
28/03/2018,13,42
28/03/2018,14,98
28/03/2018,15,106
28/03/2018,16,102
28/03/2018,17,89
28/03/2018,18,86
28/03/2018,19,61
28/03/2018,20,48
28/03/2018,21,51
28/03/2018,22,40
28/03/2018,23,51
28/03/2018,24,45
29/03/2018,1,40
29/03/2018,2,36
29/03/2018,3,32
29/03/2018,4,36
29/03/2018,5,42
29/03/2018,6,37
29/03/2018,7,40
29/03/2018,8,46
29/03/2018,9,52
29/03/2018,10,53
29/03/2018,11,44
29/03/2018,12,41
29/03/2018,13,35
29/03/2018,14,48
29/03/2018,15,47
29/03/2018,16,51
29/03/2018,17,49
29/03/2018,18,44
29/03/2018,19,46
29/03/2018,20,55
29/03/2018,21,73
29/03/2018,22,57
29/03/2018,23,36
29/03/2018,24,23
30/03/2018,1,17
30/03/2018,2,16
30/03/2018,3,20
30/03/2018,4,21
30/03/2018,5,23
30/03/2018,6,26
30/03/2018,7,31
30/03/2018,8,33
30/03/2018,9,39
30/03/2018,10,37
30/03/2018,11,44
30/03/2018,12,47
30/03/2018,13,44
30/03/2018,14,48
30/03/2018,15,56
30/03/2018,16,60
30/03/2018,17,59
30/03/2018,18,48
30/03/2018,19,31
30/03/2018,20,19
30/03/2018,21,20
30/03/2018,22,24
30/03/2018,23,25
30/03/2018,24,22
31/03/2018,1,25
31/03/2018,2,21
31/03/2018,3,14
31/03/2018,4,15
31/03/2018,5,8
31/03/2018,6,13
31/03/2018,7,16
31/03/2018,8,29
31/03/2018,9,28
31/03/2018,10,27
31/03/2018,11,20
31/03/2018,12,22
31/03/2018,13,31
31/03/2018,14,29
31/03/2018,15,38
31/03/2018,16,34
31/03/2018,17,30
31/03/2018,18,35
31/03/2018,19,33
31/03/2018,20,43
31/03/2018,21,31
31/03/2018,22,33
31/03/2018,23,24
31/03/2018,24,29
01/04/2018,1,29
01/04/2018,2,31
01/04/2018,3,27
01/04/2018,4,26
01/04/2018,5,22
01/04/2018,6,13
01/04/2018,7,26
01/04/2018,8,27
01/04/2018,9,50
01/04/2018,10,53
01/04/2018,11,45
01/04/2018,12,38
01/04/2018,13,44
01/04/2018,14,28
01/04/2018,15,27
01/04/2018,16,29
01/04/2018,17,28
01/04/2018,18,24
01/04/2018,19,34
01/04/2018,20,53
01/04/2018,21,42
01/04/2018,22,23
01/04/2018,23,19
01/04/2018,24,25
02/04/2018,1,21
02/04/2018,2,25
02/04/2018,3,18
02/04/2018,4,17
02/04/2018,5,26
02/04/2018,6,41
02/04/2018,7,53
02/04/2018,8,56
02/04/2018,9,57
02/04/2018,10,53
02/04/2018,11,56
02/04/2018,12,48
02/04/2018,13,28
02/04/2018,14,36
02/04/2018,15,38
02/04/2018,16,55
02/04/2018,17,59
02/04/2018,18,57
02/04/2018,19,60
02/04/2018,20,40
02/04/2018,21,44
02/04/2018,22,31
02/04/2018,23,34
02/04/2018,24,21
03/04/2018,1,29
03/04/2018,2,14
03/04/2018,3,34
03/04/2018,4,40
03/04/2018,5,41
03/04/2018,6,44
03/04/2018,7,54
03/04/2018,8,55
03/04/2018,9,60
03/04/2018,10,-99
03/04/2018,11,-99
03/04/2018,12,-99
03/04/2018,13,-99
03/04/2018,14,-99
03/04/2018,15,64
03/04/2018,16,58
03/04/2018,17,74
03/04/2018,18,50
03/04/2018,19,52
03/04/2018,20,32
03/04/2018,21,29
03/04/2018,22,40
03/04/2018,23,36
03/04/2018,24,38
04/04/2018,1,48
04/04/2018,2,49
04/04/2018,3,31
04/04/2018,4,37
04/04/2018,5,41
04/04/2018,6,61
04/04/2018,7,63
04/04/2018,8,64
04/04/2018,9,65
04/04/2018,10,59
04/04/2018,11,64
04/04/2018,12,57
04/04/2018,13,81
04/04/2018,14,68
04/04/2018,15,64
04/04/2018,16,49
04/04/2018,17,58
04/04/2018,18,105
04/04/2018,19,67
04/04/2018,20,46
04/04/2018,21,33
04/04/2018,22,32
04/04/2018,23,35
04/04/2018,24,24
05/04/2018,1,21
05/04/2018,2,23
05/04/2018,3,29
05/04/2018,4,27
05/04/2018,5,30
05/04/2018,6,37
05/04/2018,7,36
05/04/2018,8,42
05/04/2018,9,37
05/04/2018,10,52
05/04/2018,11,48
05/04/2018,12,38
05/04/2018,13,42
05/04/2018,14,48
05/04/2018,15,50
05/04/2018,16,43
05/04/2018,17,63
05/04/2018,18,60
05/04/2018,19,40
05/04/2018,20,41
05/04/2018,21,29
05/04/2018,22,27
05/04/2018,23,37
05/04/2018,24,35
06/04/2018,1,42
06/04/2018,2,50
06/04/2018,3,67
06/04/2018,4,35
06/04/2018,5,37
06/04/2018,6,50
06/04/2018,7,65
06/04/2018,8,66
06/04/2018,9,61
06/04/2018,10,70
06/04/2018,11,84
06/04/2018,12,79
06/04/2018,13,74
06/04/2018,14,61
06/04/2018,15,43
06/04/2018,16,38
06/04/2018,17,43
06/04/2018,18,37
06/04/2018,19,30
06/04/2018,20,26
06/04/2018,21,29
06/04/2018,22,30
06/04/2018,23,33
06/04/2018,24,34
07/04/2018,1,45
07/04/2018,2,41
07/04/2018,3,59
07/04/2018,4,78
07/04/2018,5,44
07/04/2018,6,36
07/04/2018,7,41
07/04/2018,8,52
07/04/2018,9,48
07/04/2018,10,61
07/04/2018,11,69
07/04/2018,12,74
07/04/2018,13,73
07/04/2018,14,64
07/04/2018,15,52
07/04/2018,16,44
07/04/2018,17,42
07/04/2018,18,47
07/04/2018,19,38
07/04/2018,20,33
07/04/2018,21,37
07/04/2018,22,34
07/04/2018,23,31
07/04/2018,24,27
08/04/2018,1,23
08/04/2018,2,54
08/04/2018,3,50
08/04/2018,4,36
08/04/2018,5,35
08/04/2018,6,41
08/04/2018,7,41
08/04/2018,8,38
08/04/2018,9,52
08/04/2018,10,34
08/04/2018,11,51
08/04/2018,12,40
08/04/2018,13,32
08/04/2018,14,31
08/04/2018,15,34
08/04/2018,16,33
08/04/2018,17,41
08/04/2018,18,37
08/04/2018,19,33
08/04/2018,20,33
08/04/2018,21,36
08/04/2018,22,38
08/04/2018,23,39
08/04/2018,24,30
09/04/2018,1,34
09/04/2018,2,37
09/04/2018,3,33
09/04/2018,4,46
09/04/2018,5,40
09/04/2018,6,46
09/04/2018,7,61
09/04/2018,8,66
09/04/2018,9,69
09/04/2018,10,36
09/04/2018,11,37
09/04/2018,12,32
09/04/2018,13,28
09/04/2018,14,31
09/04/2018,15,43
09/04/2018,16,68
09/04/2018,17,66
09/04/2018,18,46
09/04/2018,19,37
09/04/2018,20,34
09/04/2018,21,27
09/04/2018,22,35
09/04/2018,23,33
09/04/2018,24,39
10/04/2018,1,36
10/04/2018,2,43
10/04/2018,3,42
10/04/2018,4,33
10/04/2018,5,37
10/04/2018,6,51
10/04/2018,7,59
10/04/2018,8,70
10/04/2018,9,58
10/04/2018,10,65
10/04/2018,11,64
10/04/2018,12,50
10/04/2018,13,46
10/04/2018,14,45
10/04/2018,15,47
10/04/2018,16,47
10/04/2018,17,65
10/04/2018,18,73
10/04/2018,19,28
10/04/2018,20,19
10/04/2018,21,12
10/04/2018,22,8
10/04/2018,23,11
10/04/2018,24,7
11/04/2018,1,6
11/04/2018,2,3
11/04/2018,3,6
11/04/2018,4,5
11/04/2018,5,9
11/04/2018,6,22
11/04/2018,7,22
11/04/2018,8,29
11/04/2018,9,33
11/04/2018,10,52
11/04/2018,11,61
11/04/2018,12,57
11/04/2018,13,62
11/04/2018,14,74
11/04/2018,15,67
11/04/2018,16,63
11/04/2018,17,38
11/04/2018,18,34
11/04/2018,19,38
11/04/2018,20,48
11/04/2018,21,35
11/04/2018,22,39
11/04/2018,23,32
11/04/2018,24,21
12/04/2018,1,25
12/04/2018,2,21
12/04/2018,3,29
12/04/2018,4,32
12/04/2018,5,35
12/04/2018,6,32
12/04/2018,7,35
12/04/2018,8,36
12/04/2018,9,41
12/04/2018,10,48
12/04/2018,11,29
12/04/2018,12,39
12/04/2018,13,42
12/04/2018,14,35
12/04/2018,15,27
12/04/2018,16,36
12/04/2018,17,28
12/04/2018,18,24
12/04/2018,19,32
12/04/2018,20,41
12/04/2018,21,29
12/04/2018,22,19
12/04/2018,23,23
12/04/2018,24,29
13/04/2018,1,28
13/04/2018,2,35
13/04/2018,3,44
13/04/2018,4,42
13/04/2018,5,34
13/04/2018,6,36
13/04/2018,7,52
13/04/2018,8,49
13/04/2018,9,58
13/04/2018,10,45
13/04/2018,11,36
13/04/2018,12,29
13/04/2018,13,35
13/04/2018,14,24
13/04/2018,15,29
13/04/2018,16,36
13/04/2018,17,33
13/04/2018,18,50
13/04/2018,19,38
13/04/2018,20,32
13/04/2018,21,30
13/04/2018,22,28
13/04/2018,23,26
13/04/2018,24,37
14/04/2018,1,31
14/04/2018,2,30
14/04/2018,3,24
14/04/2018,4,27
14/04/2018,5,36
14/04/2018,6,32
14/04/2018,7,37
14/04/2018,8,39
14/04/2018,9,48
14/04/2018,10,29
14/04/2018,11,28
14/04/2018,12,24
14/04/2018,13,22
14/04/2018,14,30
14/04/2018,15,30
14/04/2018,16,22
14/04/2018,17,31
14/04/2018,18,25
14/04/2018,19,21
14/04/2018,20,34
14/04/2018,21,29
14/04/2018,22,24
14/04/2018,23,20
14/04/2018,24,18
15/04/2018,1,24
15/04/2018,2,31
15/04/2018,3,54
15/04/2018,4,73
15/04/2018,5,73
15/04/2018,6,74
15/04/2018,7,77
15/04/2018,8,94
15/04/2018,9,105
15/04/2018,10,94
15/04/2018,11,106
15/04/2018,12,68
15/04/2018,13,53
15/04/2018,14,46
15/04/2018,15,35
15/04/2018,16,39
15/04/2018,17,31
15/04/2018,18,49
15/04/2018,19,35
15/04/2018,20,52
15/04/2018,21,46
15/04/2018,22,45
15/04/2018,23,41
15/04/2018,24,43
16/04/2018,1,42
16/04/2018,2,38
16/04/2018,3,42
16/04/2018,4,49
16/04/2018,5,49
16/04/2018,6,47
16/04/2018,7,62
16/04/2018,8,77
16/04/2018,9,85
16/04/2018,10,94
16/04/2018,11,92
16/04/2018,12,68
16/04/2018,13,52
